	Audio Name	Audio Ref
	ROBBERY_MONEY_TOTAL	HUD_FRONTEND_CUSTOM_SOUNDSET
	10s	MP_MISSION_COUNTDOWN_SOUNDSET
	Out_of_Bounds	MP_MISSION_COUNTDOWN_SOUNDSET
	Pin_Movement	DLC_HEIST_BIOLAB_PREP_HACKING_SOUNDS
	5s	MP_MISSION_COUNTDOWN_SOUNDSET
	Pin_Movement	DLC_HEIST_BIOLAB_PREP_HACKING_SOUNDS
	ZOOM	PAPARAZZO_02_SOUNDSETS
	Phone_Generic_Key_02	HUD_MINIGAME_SOUNDSET
	Phone_Generic_Key_03	HUD_MINIGAME_SOUNDSET
	all	SHORT_PLAYER_SWITCH_SOUND_SET
	Change_Station_Loud	Radio_Soundset
	TRAFFIC_CONTROL_BG_NOISE	BIG_SCORE_3A_SOUNDS
	TRAFFIC_CONTROL_CHANGE_CAM	BIG_SCORE_3A_SOUNDS
	TRAFFIC_CONTROL_TOGGLE_LIGHT	BIG_SCORE_3A_SOUNDS
	ROBBERY_MONEY_TOTAL	HUD_FRONTEND_CUSTOM_SOUNDSET
	FINDING_VIRUS	LESTER1A_SOUNDS
	OOB_Timer_Dynamic	GTAO_FM_Events_Soundset
	Pin_Movement	DLC_HEIST_BIOLAB_PREP_HACKING_SOUNDS
	Short_Transition_In	PLAYER_SWITCH_CUSTOM_SOUNDSET
	Camera_Hum	BIG_SCORE_SETUP_SOUNDS
	Camera_Zoom	BIG_SCORE_SETUP_SOUNDS
	10_SEC_WARNING	HUD_MINI_GAME_SOUNDSET
	out	SHORT_PLAYER_SWITCH_SOUND_SET
	LIMIT	GTAO_APT_DOOR_DOWNSTAIRS_GLASS_SOUNDS
	LIMIT	GTAO_APT_DOOR_DOWNSTAIRS_WOOD_SOUNDS
	PUSH	GTAO_APT_DOOR_DOWNSTAIRS_GLASS_SOUNDS
	PUSH	GTAO_APT_DOOR_DOWNSTAIRS_WOOD_SOUNDS
	All	SHORT_PLAYER_SWITCH_SOUND_SET
	SwitchRedWarning	SPECIAL_ABILITY_SOUNDSET
	SwitchWhiteWarning	SPECIAL_ABILITY_SOUNDSET
	Heli_Crash	FBI_HEIST_FINALE_CHOPPER
	Found_Target	POLICE_CHOPPER_CAM_SOUNDS
	Lost_Target	POLICE_CHOPPER_CAM_SOUNDS
	Microphone	POLICE_CHOPPER_CAM_SOUNDS
		TIMER_STOP_MASTER
	SIGN_DESTROYED	HUD_AWARDS
	Remote_Enemy_Enter_Line	GTAO_FM_Cross_The_Line_Soundset
	Remote_Friendly_Enter_Line	GTAO_FM_Cross_The_Line_Soundset
	Lose_1st	GTAO_Magnate_Boss_Modes_Soundset
	Enter_1st	GTAO_Magnate_Boss_Modes_Soundset
	CHECKPOINT_UNDER_THE_BRIDGE	HUD_MINI_GAME_SOUNDSET
	Near_Miss_Counter	GTAO_FM_Events_Soundset
	Goon_Paid_Large	GTAO_Boss_Goons_FM_Soundset
	COLLECTED	HUD_AWARDS
	PEYOTE_COMPLETED	HUD_AWARDS
